----------------------------------------------------------------
GoodSync Job Script
----------------------------------------------------------------
2018-10-06--00-16-29
----------------------------------------------------------------
Total Job Count =
1043
Blank Job Set Count =
90
Job Set Minus Blank Job Set Count =
953
----------------------------------------------------------------
KEY SYSTEM
X = Blank Jobber
0 = Worker Jobber
----------------------------------------------------------------
Script Text Generator
\SCRIPTER\SCRIPTER CODE -- VBS\VBS 28-GOODSYNC JOB WORK COUNT.VBS
----------------------------------------------------------------

0001--x--0000 0 0 KEY SYSTEM ____ ____
0002--x--0000 0 1X=1-ASUS-X5DIJ _ WIN-XP-PRO 64-BIT____ ____
0003--x--0000 0 2E=2-ASUS-EEE ___ WIN-XP-PRO 32-BIT LOW END ATOM____ ____
0004--x--0000 0 3L=3-LINDA-PC ___ WIN-7 64-BIT ACER_ASPIRE_ONE LOW END ATOM____ ____
0005--x--0000 0 4G=4-ASUS-GL522VW __ WIN-10-PRO HIGH END INTEL-7 16GB-DDR4-MEMORY____ ____
0006--x--0000 0 5P=5-ASUS-P2520LA __ WIN-7-PRO INTEL-5____ ____
0007--x--0000 0 7G=7-ASUS-GL522VW __ WIN-10-PRO HIGH END INTEL-7 32GB-DDR4-MEMORY____ ____
0008--x--0000 0 8M=8-MSI-GP62M-7RD _ WIN-10-PRO HIGH END INTEL-7 8GB-DDR4-MEMORY____ ____
0009--x--0000 0 C=C-DRIVE 2TB INTERNAL
0010--x--0000 0 D=D-DRIVE 2TB INTERNAL
0011--x--0000 0 E=E-DRIVE 4GB SMALL FOR SPECIAL FOLDER SET NTFS NOW OLD INFO ___ ___
0012--x--0000 0 GSD=GOOD SYNC DIRECT _ WHEN HARD TO ACCESS PART OF FILE SYSTEM___ ___
0013--x--0000 0 GSD=GOODSYNC SERVER IS PROVIDED BY GS CALLED P2P INTERFACE___ ___
0014--0  0000 CHIME DONG
0895--x--VB EXE SYNC 0 MIRROR HAS TO RUN WHILE COMPILE ___ ___
0896--x--VB EXE SYNC 0 MIRROR RUNNER COMPLIER ___ ___
0897--x--VB EXE SYNC 00 0____ ____ ____ ____
0898--0  VB EXE SYNC 00 7G 1X VB6_VB-NT-EXE-EXE
0899--0  VB EXE SYNC 00 7G 2E VB6_VB-NT-EXE-EXE
0900--0  VB EXE SYNC 00 7G 3L VB6_VB-NT-EXE-EXE
0901--0  VB EXE SYNC 00 7G 4G VB6_VB-NT-EXE-EXE
0902--0  VB EXE SYNC 00 7G 5P VB6_VB-NT-EXE-EXE
0903--0  VB EXE SYNC 00 7G 8M VB6_VB-NT-EXE-EXE
0904--0  VB EXE SYNC 00 7G 8M VB6_VB-NT-VB-NT-EXE
0905--0  VB EXE SYNC 01 7G 1X VB6_VB-NT-VB-NT-EXE
0906--0  VB EXE SYNC 01 7G 2E VB6_VB-NT-VB-NT-EXE
0907--0  VB EXE SYNC 01 7G 3L VB6_VB-NT-VB-NT-EXE
0908--0  VB EXE SYNC 01 7G 4G VB6_VB-NT-VB-NT-EXE
0909--0  VB EXE SYNC 01 7G 5P VB6_VB-NT-VB-NT-EXE
0910--0  VB EXE SYNC 01 7G 8M VB6_VB-NT-VB-NT-EXE
0911--0  VB EXE SYNC 02 1X 1X VB6_VB-NT-EXE GSD
0912--0  VB EXE SYNC 02 2E 2E VB6_VB-NT-EXE GSD
0913--0  VB EXE SYNC 02 3L 3L VB6_VB-NT-EXE
0914--0  VB EXE SYNC 02 4G 4G VB6_VB-NT-EXE
0915--0  VB EXE SYNC 02 5P 5P VB6_VB-NT-EXE
0916--0  VB EXE SYNC 02 7G 7G VB6_VB-NT-EXE
0917--0  VB EXE SYNC 02 8M 8M VB6_VB-NT-EXE
0918--x--VB EXE SYNC 03 0____ ____ ____
0919--0  VB EXE SYNC 03 7G 1X VB6_-EXE
0920--0  VB EXE SYNC 03 7G 2E VB6_-EXE
0921--0  VB EXE SYNC 03 7G 3L VB6_-EXE
0922--0  VB EXE SYNC 03 7G 4G VB6_-EXE
0923--0  VB EXE SYNC 03 7G 5P VB6_-EXE
0924--0  VB EXE SYNC 03 7G 8M VB6_-EXE
0925--0  VB EXE SYNC 04 7G 1X VB6_VB-VB-EXE
0926--0  VB EXE SYNC 04 7G 2E VB6_VB-VB-EXE
0927--0  VB EXE SYNC 04 7G 3L VB6_VB-VB-EXE
0928--0  VB EXE SYNC 04 7G 4G VB6_VB-VB-EXE
0929--0  VB EXE SYNC 04 7G 5P VB6_VB-VB-EXE
0930--0  VB EXE SYNC 04 7G 8M VB6_VB-VB-EXE
0931--0  VB EXE SYNC 05 1X 1X VB6_VB6-EXE
0932--0  VB EXE SYNC 05 2E 2E VB6_VB6-EXE
0933--0  VB EXE SYNC 05 3L 3L VB6_VB6-EXE
0934--0  VB EXE SYNC 05 4G 4G VB6_VB6-EXE
0935--0  VB EXE SYNC 05 5P 5P VB6_VB6-EXE
0936--0  VB EXE SYNC 05 7G 7G VB6_VB6-EXE
0937--0  VB EXE SYNC 05 8M 8M VB6_VB6-EXE
0938--0  VB G7 VB-6 1X # ____ ____ ____
0939--0  VB G7 VB-6 1X _1_ QUICKER _NEW_GO
0940--0  VB G7 VB-6 1X _2_ ALL DONT EXISTOR
0941--0  VB G7 VB-6 1X _3_ LONGER
0942--x--VB G7 VB-6 2E # ____ ____ ____
0943--0  VB G7 VB-6 2E _1_ QUICKER _NEW_GO - GSD
0944--0  VB G7 VB-6 2E _2_ ALL DONT EXISTOR
0945--0  VB G7 VB-6 2E _3_ LONGER - GSD
0946--x--VB G7 VB-6 3L # ____ ____ ____
0947--0  VB G7 VB-6 3L _1_ QUICKER _NEW_GO
0948--0  VB G7 VB-6 3L _2_ ALL DONT EXISTOR
0949--0  VB G7 VB-6 3L _3_ LONGER
0950--x--VB G7 VB-6 4G # ____ ____ ____ ____
0951--0  VB G7 VB-6 4G _1_ QUICKER _NEW_GO
0952--0  VB G7 VB-6 4G _2_ ALL DONT EXISTOR
0953--0  VB G7 VB-6 4G _3_ LONGER
0954--x--VB G7 VB-6 5P # ____ ____ ____ ____
0955--0  VB G7 VB-6 5P _1_ QUICKER NEW_GO
0956--0  VB G7 VB-6 5P _2_ ALL DONT EXISTOR
0957--0  VB G7 VB-6 5P _3_ LONGER
0958--x--VB G7 VB-6 8M # ____ ____ ____ ____
0959--0  VB G7 VB-6 8M _1_ QUICKER NEW_GO
0960--0  VB G7 VB-6 8M _2_ ALL DONT EXISTOR
0961--0  VB G7 VB-6 8M _3_ LONGER
0962--x--VB G7 VB-NT 1X # ____ ____ ____
0963--0  VB G7 VB-NT 1X _1_ QUICKER _NEW_GO
0964--0  VB G7 VB-NT 1X _1_ QUICKER _NEW_GO GSD
0965--0  VB G7 VB-NT 1X _2_ ALL DONT EXISTOR
0966--0  VB G7 VB-NT 1X _3_ LONGER
0967--0  VB G7 VB-NT 1X _3_ LONGER GSD
0968--0  VB G7 VB-NT 1X _3_ LONGER INCL_CRC
0969--0  VB G7 VB-NT 1X _4_ EXCL VBP BAS FRM CLS EXE
0970--0  VB G7 VB-NT 1X _5_ INCL  BAS FRM CLS VBP
0971--0  VB G7 VB-NT 1X _5_ INCL  BAS FRM CLS VBP +CRC
0972--0  VB G7 VB-NT 1X _7_ INCL  EXE
0973--x--VB G7 VB-NT 2E # ____ ____ ____
0974--0  VB G7 VB-NT 2E _1_ QUICKER _NEW_GO
0975--0  VB G7 VB-NT 2E _1_ QUICKER _NEW_GO GSD
0976--0  VB G7 VB-NT 2E _2_ ALL DONT EXISTOR
0977--0  VB G7 VB-NT 2E _3_ LONGER
0978--0  VB G7 VB-NT 2E _3_ LONGER GSD
0979--0  VB G7 VB-NT 2E _3_ LONGER INCL_CRC
0980--0  VB G7 VB-NT 2E _4_ EXCL VBP BAS FRM CLS EXE
0981--0  VB G7 VB-NT 2E _5_ INCL  BAS FRM CLS VBP
0982--0  VB G7 VB-NT 2E _5_ INCL  BAS FRM CLS VBP +CRC
0983--0  VB G7 VB-NT 2E _7_ INCL  EXE
0984--x--VB G7 VB-NT 3L # ____ ____ ____
0985--0  VB G7 VB-NT 3L _1_ QUICKER _NEW_GO
0986--0  VB G7 VB-NT 3L _2_ ALL DONT EXISTOR
0987--0  VB G7 VB-NT 3L _3_ LONGER
0988--0  VB G7 VB-NT 3L _3_ LONGER INCL_CRC
0989--0  VB G7 VB-NT 3L _4_ EXCL VBP BAS FRM CLS EXE
0990--0  VB G7 VB-NT 3L _5_ INCL  BAS FRM CLS VBP
0991--0  VB G7 VB-NT 3L _5_ INCL  BAS FRM CLS VBP +CRC
0992--0  VB G7 VB-NT 3L _7_ INCL  EXE
0993--x--VB G7 VB-NT 4G # ____ ____ ____ ____
0994--0  VB G7 VB-NT 4G _1_ QUICKER _NEW_GO
0995--0  VB G7 VB-NT 4G _2_ ALL DONT EXISTOR
0996--0  VB G7 VB-NT 4G _3_ LONGER
0997--0  VB G7 VB-NT 4G _3_ LONGER GSD
0998--0  VB G7 VB-NT 4G _3_ LONGER INCL_CRC
0999--0  VB G7 VB-NT 4G _4_ EXCL VBP BAS FRM CLS EXE
1000--0  VB G7 VB-NT 4G _5_ INCL  BAS FRM CLS VBP
1001--0  VB G7 VB-NT 4G _5_ INCL  BAS FRM CLS VBP +CRC
1002--0  VB G7 VB-NT 4G _7_ INCL  EXE
1003--0  VB G7 VB-NT 4G _8_ CLIPBOARD LOGGER
1004--x--VB G7 VB-NT 5P # ____ ____ ____ ____
1005--0  VB G7 VB-NT 5P _1_ QUICKER NEW_GO
1006--0  VB G7 VB-NT 5P _2_ ALL DONT EXISTOR
1007--0  VB G7 VB-NT 5P _3_ LONGER GSD
1008--0  VB G7 VB-NT 5P _3_ LONGER INCL_CRC
1009--0  VB G7 VB-NT 5P _4_ EXCL VBP BAS FRM CLS EXE
1010--0  VB G7 VB-NT 5P _5_ INCL  BAS FRM CLS VBP
1011--0  VB G7 VB-NT 5P _5_ INCL  BAS FRM CLS VBP +CRC
1012--0  VB G7 VB-NT 5P _7_ INCL  EXE
1013--x--VB G7 VB-NT 8M # ____ ____ ____ ____
1014--0  VB G7 VB-NT 8M _1_ QUICKER NEW_GO
1015--0  VB G7 VB-NT 8M _2_ ALL DONT EXISTOR
1016--0  VB G7 VB-NT 8M _3_ LONGER
1017--0  VB G7 VB-NT 8M _3_ LONGER INCL_CRC
1018--0  VB G7 VB-NT 8M _4_ EXCL VBP BAS FRM CLS EXE
1019--0  VB G7 VB-NT 8M _5_ INCL  BAS FRM CLS VBP
1020--0  VB G7 VB-NT 8M _5_ INCL  BAS FRM CLS VBP +CRC
1021--0  VB G7 VB-NT 8M _7_ INCL  EXE
1022--0  VB G7 VB-NT 8M _8_ CLIPBOARD LOGGER
1023--x--VB PROJECT -- 0____ ____ ____
1024--x--X 0 __ SWAP SYNC SMALL FOLDERING ___ ___
1025--0  X C PROGRAM FILES ROOT
1026--0  X C PROGRAM FILES ROOT_WINRAR
1027--0  X C PSTART_PROGS_1_USEFUL SHORTCUTS vs PSTART PROGS
1028--0  X D-ANDROID-0 APKShellext.Com vs C PSTART_NOT INSTALL REQUIRE
1029--0  X D-ANDROID-0 APKShellext.Com vs D NSTALLL FOLDER
1030--x--X LF 0 __ SWAP SYNC _ LF=LINKFOLDER SYMBOLIC___ ___
1031--0  X LF C PSTART_PROGS_#_GAMES
1032--0  X LF C PSTART_PROGS_#_HIREN_PROGRAMS_LINKS
1033--0  X LF C PSTART_PROGS_#_LUPO_PENSUITE__LINKS
1034--0  X LF C PSTART_PROGS_#_PORTABLEAPPS GAMES
1035--0  X LF C PSTART_PROGS_#_PORTABLEAPPS LINKS
1036--0  X LF C PSTART_PROGS_0_NIRSOFT_PACKAGE RUN
1037--0  X LF C PSTART_PROGS_1_USEFUL SHORTCUTS
1038--0  X LF D VB6_VB FAV SET
1039--0  X LF E 01 START MENU_#_7-ASUS-GL522VW_PROGRAMS
1040--0  X LF E 01 VB SHELL FOLDERS
1041--0  X LF E VIDEO 1 EVIE TOBY
1042--x--ZZ 0 __ REACHED END OF JOB SET EMAIL & SOUND NOTIFIY ___ ___
1043--0  ZZ CHIME EMAIL 01 END FULL LOOP
